TransactionID,Amount,CustomerID,Date
132,92.66570953168208,15,2023-05-13
133,779.3754467681624,419,2023-05-14
134,562.820207238447,368,2023-05-15
135,429.97978915450653,126,2023-05-16
136,907.2908412437886,341,2023-05-17
137,120.08550748308983,341,2023-05-18
138,497.6988532479506,213,2023-05-19
139,21.240108319744877,188,2023-05-20
140,473.974035574185,172,2023-05-21
141,65.74024292501898,480,2023-05-22
142,127.6297371053912,247,2023-05-23
143,126.35098430933384,5,2023-05-24
144,652.718199094903,231,2023-05-25
145,748.5844304727691,201,2023-05-26
146,587.535077446188,373,2023-05-27
147,962.5508229897965,402,2023-05-28
148,381.121873728467,149,2023-05-29
149,292.8549654190421,72,2023-05-30
150,869.9131369075657,492,2023-05-31
151,231.3598801342581,226,2023-06-01
152,963.5903140462052,74,2023-06-02
153,22.03292994291818,307,2023-06-03
154,970.1800384405626,169,2023-06-04
155,52.728312831070355,249,2023-06-05
156,892.2316825610903,280,2023-06-06
157,532.4240979954369,488,2023-06-07
158,993.0351481581073,152,2023-06-08
159,83.05859908804487,224,2023-06-09
160,558.3157415573075,225,2023-06-10
161,969.609510262908,38,2023-06-11
162,527.8668657284474,44,2023-06-12
163,633.1046517539099,185,2023-06-13
164,698.791202094771,499,2023-06-14
165,459.9956541200955,443,2023-06-15
166,631.2824992832228,241,2023-06-16
167,588.4711688038692,418,2023-06-17
168,902.1464303860791,331,2023-06-18
169,54.99191653804329,351,2023-06-19
170,288.15355769630804,210,2023-06-20
171,950.9073692357931,23,2023-06-21
172,891.3611460520071,124,2023-06-22
173,461.1001852578558,86,2023-06-23
174,623.9312718235213,43,2023-06-24
175,284.60737115132133,466,2023-06-25
176,196.2399481265237,40,2023-06-26
177,469.0614208905823,303,2023-06-27
178,359.8187057457923,169,2023-06-28
179,587.8195507323634,175,2023-06-29
180,86.957290595335,487,2023-06-30
181,974.6508595895049,20,2023-07-01
182,986.3486370348069,461,2023-07-02
183,701.1800968795477,109,2023-07-03
184,540.7354026806792,193,2023-07-04
185,316.4323401234645,244,2023-07-05
186,815.6570695098792,324,2023-07-06
187,687.8838608283405,280,2023-07-07
188,170.9907699514424,228,2023-07-08
189,911.8179126489041,36,2023-07-09
190,824.3118704939372,45,2023-07-10
191,950.3019141590048,386,2023-07-11
192,728.4623133044764,28,2023-07-12
193,617.281043976432,154,2023-07-13
194,424.0606059277127,23,2023-07-14
195,933.4011985204731,207,2023-07-15
196,867.4032506054043,420,2023-07-16
197,54.76648340512752,91,2023-07-17
198,36.103304752279485,390,2023-07-18
199,382.6987332092691,419,2023-07-19
200,812.4477974740146,359,2023-07-20
201,987.403368021795,38,2023-07-21
202,158.9127221924929,419,2023-07-22
203,598.1894081986138,228,2023-07-23
204,387.0819480647113,202,2023-07-24
205,970.2152538364571,350,2023-07-25
206,843.6977339043516,309,2023-07-26
207,839.9454176640264,489,2023-07-27
208,474.00622819702056,254,2023-07-28
209,420.6713073142885,38,2023-07-29
210,280.6730012113992,221,2023-07-30
211,65.81174168441785,187,2023-07-31
212,866.0751524925026,43,2023-08-01
213,814.7719990387768,359,2023-08-02
214,999.7204965532693,114,2023-08-03
215,996.6704687031663,260,2023-08-04
216,559.8773885466012,5,2023-08-05
217,771.2975410287054,68,2023-08-06
218,945.3180725836038,228,2023-08-07
219,851.1509167706373,123,2023-08-08
220,254.87462072576568,173,2023-08-09
221,456.0386939569926,336,2023-08-10
222,137.86782099998004,153,2023-08-11
223,954.5105169861351,462,2023-08-12
224,610.1128881063712,267,2023-08-13
225,236.3563774484281,157,2023-08-14
226,674.9836775617981,162,2023-08-15
227,621.9469580533168,214,2023-08-16
228,364.5810908525121,398,2023-08-17
229,122.42201627763274,376,2023-08-18
230,674.8574636368716,408,2023-08-19
231,525.1046238947554,443,2023-08-20
232,774.5952078182829,423,2023-08-21
233,524.9618661008734,26,2023-08-22
234,853.6596853153547,427,2023-08-23
235,556.3877703867407,292,2023-08-24
236,565.3285918200324,423,2023-08-25
237,877.8870666317616,189,2023-08-26
238,409.44803755027306,400,2023-08-27
239,142.67507616613432,122,2023-08-28
240,38.494849550205586,230,2023-08-29
241,757.5858831168828,59,2023-08-30
242,624.10645583993,96,2023-08-31
243,707.0389704182313,262,2023-09-01
244,220.83451989382164,354,2023-09-02
245,145.00776083090207,312,2023-09-03
246,24.399219011203108,136,2023-09-04
247,357.081683218531,350,2023-09-05
248,594.0185099860868,283,2023-09-06
249,398.321604648735,455,2023-09-07
250,443.1001728034918,411,2023-09-08
251,905.117107548811,473,2023-09-09
252,354.77291235306734,120,2023-09-10
253,518.8495942682127,430,2023-09-11
254,785.8164826137316,425,2023-09-12
255,402.57735449805745,463,2023-09-13
256,625.8658332255948,25,2023-09-14
257,863.7400716592778,342,2023-09-15
258,950.0254174210656,146,2023-09-16
259,155.60274611974756,12,2023-09-17
260,927.3217489098795,87,2023-09-18
261,497.1951301487428,435,2023-09-19
262,265.6619444159688,109,2023-09-20
263,464.5443986758787,423,2023-09-21
264,980.2322495326223,345,2023-09-22
265,497.6919130529409,266,2023-09-23
266,335.46409418463315,222,2023-09-24
267,637.0668457735585,74,2023-09-25
268,247.74416259041115,482,2023-09-26
269,85.10469482757728,494,2023-09-27
270,137.59092469154274,333,2023-09-28
271,136.7653805681947,310,2023-09-29
272,160.3836665771714,413,2023-09-30
273,147.43890092291605,102,2023-10-01
274,644.4659973551825,425,2023-10-02
275,190.06128355515338,493,2023-10-03
276,352.21061049062456,137,2023-10-04
277,897.8205258069518,191,2023-10-05
278,479.2220238602436,461,2023-10-06
279,670.8821611358169,421,2023-10-07
280,180.59667248961352,142,2023-10-08
281,200.36612862058408,357,2023-10-09
282,50.459930103814074,73,2023-10-10
283,177.2457124414429,328,2023-10-11
284,285.80443564163903,167,2023-10-12
285,185.24037943397934,168,2023-10-13
286,97.81550841948506,54,2023-10-14
287,129.4295123895948,259,2023-10-15
288,466.1709803523985,439,2023-10-16
289,214.2703812217346,111,2023-10-17
290,370.62716243759473,232,2023-10-18
291,508.3830981463083,161,2023-10-19
292,693.4908803430717,352,2023-10-20
293,48.91901844268795,327,2023-10-21
294,801.4162949199522,19,2023-10-22
295,631.6213855959987,290,2023-10-23
296,90.94144162938319,462,2023-10-24
297,874.8428378657095,50,2023-10-25
298,921.663676526495,175,2023-10-26
299,70.46718025631512,302,2023-10-27
300,284.10887166573167,184,2023-10-28
301,808.1392669951307,185,2023-10-29
302,750.7770934798218,339,2023-10-30
303,192.67580916281355,307,2023-10-31
304,217.2558301033432,310,2023-11-01
305,376.76738176346817,346,2023-11-02
306,489.6777553391111,81,2023-11-03
307,622.072223814993,374,2023-11-04
308,375.2245031740747,156,2023-11-05
309,467.90936897181643,275,2023-11-06
310,749.9962287524189,283,2023-11-07
311,46.31637086169192,432,2023-11-08
312,259.9125749005806,249,2023-11-09
313,716.2160900257069,147,2023-11-10
314,896.2547693103273,481,2023-11-11
315,516.5606676945094,435,2023-11-12
316,536.7923504126625,7,2023-11-13
317,116.10029122637829,157,2023-11-14
318,452.9382431552201,171,2023-11-15
319,537.2910937904729,69,2023-11-16
320,250.04579859838236,94,2023-11-17
321,276.55079863988715,369,2023-11-18
322,383.5113214735764,363,2023-11-19
323,29.870485799949105,376,2023-11-20
324,328.8583739273465,186,2023-11-21
325,219.3335269265792,392,2023-11-22
326,334.2223786561355,170,2023-11-23
327,128.5645105010587,204,2023-11-24
328,891.622007932496,42,2023-11-25
329,597.6565290185082,13,2023-11-26
330,682.3112959530447,154,2023-11-27
331,791.2795262212649,274,2023-11-28
332,503.4577769397667,298,2023-11-29
333,96.05108520654946,51,2023-11-30
334,541.7354764003622,369,2023-12-01
335,590.9727068406703,212,2023-12-02
336,747.9850794424867,144,2023-12-03
337,437.3429507673826,357,2023-12-04
338,136.30449976760812,3,2023-12-05
339,290.93814674073724,254,2023-12-06
340,369.45147343464873,475,2023-12-07
341,649.4580689182852,335,2023-12-08
342,575.0705216222227,256,2023-12-09
343,362.5357586388678,98,2023-12-10
344,986.6500963050499,173,2023-12-11
345,609.7170711633182,150,2023-12-12
346,244.85452381863453,488,2023-12-13
347,110.7646478941997,279,2023-12-14
348,161.33054779248872,59,2023-12-15
349,253.49815110066305,446,2023-12-16
350,169.07455952696012,113,2023-12-17
351,194.7013538107927,324,2023-12-18
352,292.2442170069086,243,2023-12-19
353,181.63985934180727,310,2023-12-20
354,897.797770380161,57,2023-12-21
355,89.43140820502579,489,2023-12-22
356,529.2662756745522,407,2023-12-23
357,416.2928587197649,367,2023-12-24
358,982.5548307395203,60,2023-12-25
359,120.91851314637182,329,2023-12-26
360,403.8770430552842,216,2023-12-27
361,969.7757289426152,469,2023-12-28
362,866.8520546350404,233,2023-12-29
363,818.9013502397871,494,2023-12-30
364,265.32379877449046,55,2023-12-31
365,179.17871151616515,373,2024-01-01
366,671.9567877251867,208,2024-01-02
367,930.0822292363099,63,2024-01-03
368,561.1952640837904,184,2024-01-04
369,575.8965625752008,311,2024-01-05
370,287.1793027236813,281,2024-01-06
371,771.7980038600175,26,2024-01-07
372,195.17331107194815,177,2024-01-08
373,330.4424440402012,63,2024-01-09
374,431.1820742302526,429,2024-01-10
375,512.5342748976104,73,2024-01-11
376,249.98563509092943,335,2024-01-12
377,123.68845649181151,167,2024-01-13
378,614.5138420172162,225,2024-01-14
379,295.7442477078532,65,2024-01-15
380,585.4258392083862,69,2024-01-16
381,162.81908812146028,440,2024-01-17
382,486.3287008362693,9,2024-01-18
383,537.26353822607,236,2024-01-19
384,61.30530145420264,198,2024-01-20
385,343.23823541198135,412,2024-01-21
386,143.0705301695845,173,2024-01-22
387,72.74122076804007,282,2024-01-23
388,990.0606300660457,28,2024-01-24
389,329.13030652497577,296,2024-01-25
390,811.7757013960885,399,2024-01-26
391,262.0942482161262,134,2024-01-27
392,684.68769500169,27,2024-01-28
393,762.6255812907897,38,2024-01-29
394,599.6823532017659,196,2024-01-30
395,476.8604266646568,203,2024-01-31
396,417.7225050057958,85,2024-02-01
397,355.3795838775653,320,2024-02-02
398,930.2338528053476,30,2024-02-03
399,832.3132137098519,466,2024-02-04
400,965.3766415598475,99,2024-02-05
401,133.05425125068928,387,2024-02-06
402,733.5588004516078,190,2024-02-07
403,938.9570522528275,12,2024-02-08
404,189.42073550400355,91,2024-02-09
405,75.83130469310971,30,2024-02-10
406,743.7094427971584,213,2024-02-11
407,578.7283820481127,38,2024-02-12
408,843.4104889906894,341,2024-02-13
409,148.3746528600266,60,2024-02-14
410,797.3146387412913,294,2024-02-15
411,209.6110468472671,360,2024-02-16
412,172.01938343704745,143,2024-02-17
413,172.62313995168302,402,2024-02-18
414,816.4289730290683,180,2024-02-19
415,668.5452484892381,285,2024-02-20
416,527.8347705214281,112,2024-02-21
417,365.24217928226744,230,2024-02-22
418,878.4285354049772,444,2024-02-23
419,398.52065634840903,21,2024-02-24
420,818.4334450768613,145,2024-02-25
421,444.74355948451625,489,2024-02-26
422,383.1749851306585,499,2024-02-27
423,468.0529878129104,146,2024-02-28
424,308.36409542250067,441,2024-02-29
425,750.1332863744886,375,2024-03-01
426,507.6931861915544,421,2024-03-02
427,239.89056819534912,316,2024-03-03
428,900.5788275418228,166,2024-03-04
429,390.0523091594793,140,2024-03-05
430,548.1173325028487,203,2024-03-06
431,907.4073898549015,496,2024-03-07
432,627.9956159548522,244,2024-03-08
433,125.72906030128043,113,2024-03-09
434,940.4338023773404,468,2024-03-10
435,631.4309725407037,201,2024-03-11
436,341.5565585105153,385,2024-03-12
437,147.87935193675338,314,2024-03-13
438,796.0849373775931,259,2024-03-14
439,623.8720283692284,255,2024-03-15
440,538.1264810565583,447,2024-03-16
441,894.9536572204481,405,2024-03-17
442,790.7112391122854,23,2024-03-18
443,160.15813093542366,393,2024-03-19
444,318.6048471175927,246,2024-03-20
445,256.00424841632105,339,2024-03-21
446,746.5068296469502,493,2024-03-22
447,43.197110388421585,311,2024-03-23
448,574.1907880226033,366,2024-03-24
449,764.8340988832837,372,2024-03-25
450,877.997980394132,403,2024-03-26
451,348.6609312287484,318,2024-03-27
452,823.0447316252927,87,2024-03-28
453,119.52541958565516,219,2024-03-29
454,847.987768817173,475,2024-03-30
455,136.21377570866258,423,2024-03-31
456,403.3144176547636,356,2024-04-01
457,799.3224121217581,460,2024-04-02
458,158.41825307528603,27,2024-04-03
459,236.95888128031507,430,2024-04-04
460,725.0300427091356,290,2024-04-05
461,722.8361711806136,289,2024-04-06
462,644.7361565564444,348,2024-04-07
463,697.008960022429,223,2024-04-08
464,547.2971989141203,352,2024-04-09
465,259.28106831788324,178,2024-04-10
466,352.23903356888025,148,2024-04-11
467,189.7817396334114,424,2024-04-12
468,909.366055720292,227,2024-04-13
469,587.5578768184592,351,2024-04-14
470,406.8429025960035,186,2024-04-15
471,467.3857456076914,415,2024-04-16
472,947.8105062156972,294,2024-04-17
473,161.8178890849194,470,2024-04-18
474,590.3675336966293,429,2024-04-19
475,510.8297920956213,41,2024-04-20
476,615.3396930803013,393,2024-04-21
477,27.929081982632102,393,2024-04-22
478,873.40266985471,191,2024-04-23
479,932.7970996587762,79,2024-04-24
480,569.4818517533168,205,2024-04-25
481,699.6843156381233,384,2024-04-26
482,923.2743873655228,278,2024-04-27
483,710.1662479702646,272,2024-04-28
484,161.01365248511874,32,2024-04-29
485,580.525476565145,450,2024-04-30
486,610.6478959190273,474,2024-05-01
487,429.8893645893622,142,2024-05-02
488,739.0797932684756,251,2024-05-03
489,935.0233446213247,294,2024-05-04
490,926.3128277777085,98,2024-05-05
491,456.3309776900908,136,2024-05-06
492,122.1056653823477,484,2024-05-07
493,984.9927869727112,277,2024-05-08
494,840.5091055814747,312,2024-05-09
495,133.41605439123418,302,2024-05-10
496,921.6334637911986,43,2024-05-11
497,871.197398441507,120,2024-05-12
498,523.6496765548114,220,2024-05-13
499,595.3626813874799,46,2024-05-14
500,405.01267683142896,236,2024-05-15
501,64.21402243381101,48,2024-05-16
502,341.8452692294419,198,2024-05-17
503,804.8249141120314,84,2024-05-18
504,14.58570277455683,31,2024-05-19
505,340.16417997423275,161,2024-05-20
506,404.1870066550339,428,2024-05-21
507,542.0216469085436,71,2024-05-22
508,920.6570602486329,8,2024-05-23
509,352.88253442230166,457,2024-05-24
510,353.4836698772654,386,2024-05-25
511,740.1262356286509,401,2024-05-26
512,457.6957614809091,52,2024-05-27
513,232.35877471058214,45,2024-05-28
514,457.9151209713665,293,2024-05-29
515,149.44845017600187,426,2024-05-30
516,184.62311664116106,300,2024-05-31
517,503.38409501208497,465,2024-06-01
518,424.7361950095024,373,2024-06-02
519,915.697442057419,38,2024-06-03
520,368.76996012546675,355,2024-06-04
521,584.7824667752631,380,2024-06-05
522,635.9416450403351,495,2024-06-06
523,22.9635120224503,231,2024-06-07
524,666.9019982965435,478,2024-06-08
525,186.25560720105392,262,2024-06-09
526,961.4596142947606,68,2024-06-10
527,157.17610047558182,179,2024-06-11
528,420.4778824897535,357,2024-06-12
529,94.49617139785742,419,2024-06-13
530,996.9055093274878,186,2024-06-14
531,507.17306022793014,441,2024-06-15
532,599.4311671468433,201,2024-06-16
533,76.4057126145432,390,2024-06-17
534,752.460865695186,13,2024-06-18
535,217.8065371646299,443,2024-06-19
536,899.0737465463067,214,2024-06-20
537,213.08824407718708,220,2024-06-21
538,198.7808434570299,286,2024-06-22
539,46.18417116961393,244,2024-06-23
540,477.34627565889923,356,2024-06-24
541,569.1927219299903,258,2024-06-25
542,75.05155303406885,58,2024-06-26
543,777.7723405280605,36,2024-06-27
544,458.7559464005473,328,2024-06-28
545,529.1463666343043,429,2024-06-29
546,446.3551194688459,490,2024-06-30
547,406.7554302665727,498,2024-07-01
548,564.0439279951357,393,2024-07-02
549,163.6878434714054,382,2024-07-03
550,190.1088491903184,193,2024-07-04
551,863.1677648033822,333,2024-07-05
552,946.6543075122964,50,2024-07-06
553,379.5762231169554,463,2024-07-07
554,278.03722641211823,32,2024-07-08
555,647.5595478066256,98,2024-07-09
556,414.6468293871154,43,2024-07-10
557,35.13249210374141,381,2024-07-11
558,164.59107139252845,351,2024-07-12
559,718.8125065589236,334,2024-07-13
560,662.3347024910498,310,2024-07-14
561,36.825032578448656,47,2024-07-15
562,229.75244031361996,270,2024-07-16
563,238.76404862219067,432,2024-07-17
564,675.1738161627411,311,2024-07-18
565,29.513432376820514,413,2024-07-19
566,113.06749616472811,431,2024-07-20
567,801.9169245194574,63,2024-07-21
568,186.75921543379027,19,2024-07-22
569,656.218646773356,347,2024-07-23
570,245.80095323625926,393,2024-07-24
571,108.44697883175171,101,2024-07-25
572,250.74046908945954,37,2024-07-26
573,725.0442625371026,107,2024-07-27
574,857.1395034252229,92,2024-07-28
575,831.9176659213217,308,2024-07-29
576,403.21169432227026,185,2024-07-30
577,671.4042852049397,216,2024-07-31
578,212.93445246166277,28,2024-08-01
579,300.2162529584031,36,2024-08-02
580,897.3724603359086,372,2024-08-03
581,22.871904275628673,320,2024-08-04
582,94.6534455459234,18,2024-08-05
583,215.80739259456703,345,2024-08-06
584,36.26688183508152,419,2024-08-07
585,189.62108073889934,196,2024-08-08
586,587.2111453599953,78,2024-08-09
587,427.210305086573,167,2024-08-10
588,893.7449939662051,90,2024-08-11
589,819.2691261210565,264,2024-08-12
590,348.3991781808972,472,2024-08-13
591,266.82919909697955,208,2024-08-14
592,385.89548408559426,212,2024-08-15
593,594.3919930896596,271,2024-08-16
594,275.3830044146475,263,2024-08-17
595,627.9074187706427,273,2024-08-18
596,415.31753566932804,342,2024-08-19
597,556.5267090434604,214,2024-08-20
598,441.7652638439635,374,2024-08-21
599,301.5211019464985,64,2024-08-22
600,948.9687738925351,12,2024-08-23
601,765.9697362181632,210,2024-08-24
602,148.712044008788,312,2024-08-25
603,869.7832961389337,174,2024-08-26
604,492.5568862670185,431,2024-08-27
605,895.6067046251505,256,2024-08-28
606,801.8567033878421,463,2024-08-29
607,430.9613694245411,101,2024-08-30
608,32.244615236916225,16,2024-08-31
609,275.99058579109663,197,2024-09-01
610,546.2178725142583,258,2024-09-02
611,637.1434376278858,384,2024-09-03
612,265.3088085788703,244,2024-09-04
613,147.96251333209588,348,2024-09-05
614,836.5809344313061,249,2024-09-06
615,984.5581588965166,105,2024-09-07
616,530.433280479659,182,2024-09-08
617,179.96249298982048,155,2024-09-09
618,279.5842532541753,287,2024-09-10
619,28.206769781992065,169,2024-09-11
620,915.155818494894,420,2024-09-12
621,126.57357206123973,47,2024-09-13
622,580.751310759111,43,2024-09-14
623,281.3146684803339,321,2024-09-15
624,558.6362224906355,306,2024-09-16
625,654.9061844683456,221,2024-09-17
626,831.4443856701296,1,2024-09-18
627,214.35705904299718,200,2024-09-19
628,20.88587037189567,441,2024-09-20
629,145.5167737681192,144,2024-09-21
630,901.018455429624,378,2024-09-22
631,875.1511767868901,28,2024-09-23
632,601.4389711486052,342,2024-09-24
633,604.5116918293169,338,2024-09-25
634,668.3863078007929,278,2024-09-26
635,183.6175658372151,41,2024-09-27
636,915.2678264657102,332,2024-09-28
637,424.5828196431524,147,2024-09-29
638,389.3071429670025,345,2024-09-30
639,523.7285282300091,178,2024-10-01
640,56.496307107304496,315,2024-10-02
641,174.62053506851862,325,2024-10-03
642,740.6532802621067,418,2024-10-04
643,91.9706812458752,167,2024-10-05
644,607.1205883717244,123,2024-10-06
645,252.89561858450776,74,2024-10-07
646,395.4026579015568,239,2024-10-08
647,295.80679940299285,249,2024-10-09
648,362.11598930029965,263,2024-10-10
649,721.855446132403,252,2024-10-11
650,304.15049846694325,357,2024-10-12
651,570.7405938939282,111,2024-10-13
652,481.2898981771087,180,2024-10-14
653,667.0344537090217,188,2024-10-15
654,937.4614419315104,308,2024-10-16
655,735.2463762381478,207,2024-10-17
656,222.79097480484918,234,2024-10-18
657,40.871303710671825,24,2024-10-19
658,269.64140385682686,26,2024-10-20
659,599.1271513932522,381,2024-10-21
660,60.91155534940785,218,2024-10-22
661,501.402584729224,494,2024-10-23
662,600.8744204277203,346,2024-10-24
663,340.9014519087912,378,2024-10-25
664,773.2030817083637,10,2024-10-26
665,115.53227060243408,17,2024-10-27
666,84.38640391845067,245,2024-10-28
667,730.9068686415674,206,2024-10-29
668,500.5364030441365,258,2024-10-30
669,691.5183724634587,112,2024-10-31
670,440.47906521770875,205,2024-11-01
671,253.93801290671576,27,2024-11-02
672,820.9112944974577,457,2024-11-03
673,801.4217201792894,71,2024-11-04
674,697.7495061458825,176,2024-11-05
675,279.4236858576631,202,2024-11-06
676,594.3283602003962,248,2024-11-07
677,367.36415797062654,118,2024-11-08
678,100.66625259336782,9,2024-11-09
679,918.1404397076203,86,2024-11-10
680,145.45044460977178,23,2024-11-11
681,950.7349802825944,455,2024-11-12
682,451.5457152283762,240,2024-11-13
683,193.28159955023347,73,2024-11-14
684,546.4819379045746,27,2024-11-15
685,874.2163775176442,472,2024-11-16
686,734.9026375454656,349,2024-11-17
687,808.4955363828352,81,2024-11-18
688,662.1955330436102,84,2024-11-19
689,695.3537988726739,199,2024-11-20
690,850.7036950496661,43,2024-11-21
691,257.1713287705941,488,2024-11-22
692,494.53071400670905,263,2024-11-23
693,228.99734740140622,92,2024-11-24
694,987.7913279166805,339,2024-11-25
695,944.6187462897472,447,2024-11-26
696,49.03254325482084,84,2024-11-27
697,708.5194207905316,300,2024-11-28
698,925.9958342415092,423,2024-11-29
699,188.7695916760602,296,2024-11-30
700,572.2657782471032,135,2024-12-01
701,916.3334146121614,454,2024-12-02
702,43.60651879994085,281,2024-12-03
703,700.4460645743716,489,2024-12-04
704,304.3755172988253,59,2024-12-05
705,925.1522334227651,397,2024-12-06
706,971.347662713714,359,2024-12-07
707,944.8238242222995,488,2024-12-08
708,479.47207449088916,342,2024-12-09
709,863.4222244794203,241,2024-12-10
710,846.1039045497197,465,2024-12-11
711,325.9094685108231,368,2024-12-12
712,830.6263194091706,342,2024-12-13
713,46.63755836833769,98,2024-12-14
714,600.3071796972325,62,2024-12-15
715,237.70874891482603,264,2024-12-16
716,129.36121691950603,113,2024-12-17
717,86.18366961291706,429,2024-12-18
718,699.3258881193584,146,2024-12-19
719,346.4762141303855,216,2024-12-20
720,727.5191038134739,256,2024-12-21
721,74.70277739095295,316,2024-12-22
722,322.1374344523042,316,2024-12-23
723,544.0963794515839,362,2024-12-24
724,792.8159331905739,258,2024-12-25
725,325.5649779027492,194,2024-12-26
726,629.632462672639,347,2024-12-27
727,887.1179707538253,14,2024-12-28
728,619.7045563004815,304,2024-12-29
729,240.62988000609744,103,2024-12-30
730,34.15677374097264,245,2024-12-31
731,871.3978851619206,245,2025-01-01
732,31.056716741883267,312,2025-01-02
733,875.9546559573574,268,2025-01-03
734,533.6477626869398,224,2025-01-04
735,939.6770215277672,220,2025-01-05
736,800.7954034159287,311,2025-01-06
